"","X","text","score","polarity"
"740",740,"voting proceeded smoothly across years midterms exceptions scattered disruptions groups focused threats american democracy say biggest challenge still ahead presidential race ",0,"Netral"
"741",741," im voting donald trump support yes stand resist control satanic cult live freedom jesus purchased jesus paid owe sin left crimson stain washed white snow ",1,"Positif"
"742",742," wasnt impeached now donald trump remained first second impeachment will run johnny skidmark ",0,"Netral"
"743",743,"donald trump dined white nationalist holocaust denier nick fuentes tfg courting racists election sure racist base understands prejudices lie ",-3,"Negatif"
"745",745," actually look hes hes saying positions arent donald trumps ",0,"Netral"
"746",746," house court law donald trump remained first second impeachment will run ",0,"Netral"
"747",747,"kanye west announced presidential campaign friday claimed asked president donald trump running mate just adidaswhich carried yeezybrand clothinglaunched investigation misconduct allegations ",-1,"Negatif"
"748",748," victim victimhood remains centerpiece trumps message false big yt victim spurious victim followers",-2,"Negatif"
"749",749," kanye west narcissistic believe trump submit subordinate id list reasons theyd offensive af ",0,"Netral"
"750",750," lol just going keep spitting lies day talk god created fighter pilot whos going humiliate donald trump primaries dirt ",-3,"Negatif"
"751",751," yewhos running president brought nick fuentes dinner donald trump whos running milo yiannopoulos behest appointed campaign director ready big shit show election cycle going ",0,"Netral"
"752",752,"kanye west announces presidential bid slam donald trump ",0,"Netral"
"753",753," rapper known asked donald trump running gop nomination running mate white house bid ",0,"Netral"
"754",754," america will welcome donald trump back open arms im ",1,"Positif"
"755",755,"kanye west asks donald trump vice president run trump screaming fit rapper says",-1,"Negatif"
"756",756," elon musk president donald trump change mind wont like reinstate president america run president america want watch news president america",2,"Positif"
"759",759," announced presidential bid running donald trump ron desantis republican party worried will split antisemitic vote theres telling party will support",-2,"Negatif"
"760",760," will lose big time kanye west donald trump screamed dinner maralago telling will lose runs president ",-2,"Negatif"
"761",761," donald trump will republican nominee ",0,"Netral"
"762",762,"trump hat take america back dont blame voted donald trump hat maga usa embroidery mesh adjustable baseball cap ugcdx ",0,"Netral"
"763",763," smart people voting donald trump ",1,"Positif"
"764",764," company keep christie trumps meeting nick fuentes just example awful lack judgment donald trump combined past poor judgments untenable general election candidate republican party ",-4,"Negatif"
"765",765,"trump insider unnerved hell sabotage campaign impulsive new hires far hired reputable gop campaign advisors including top desantis campaigner sidelined shit heads like giuliani knows long will last ",1,"Positif"
"767",767," gop race gonna wild ron desantis kanye west donald trump rick scott mike pence elon musk liz cheney greg abbott ted cruz",0,"Netral"
"769",769," west says donald trump screamed dinner maralago telling will lose runs president file basic paperwork candidateunlike trump announced bid november ",-1,"Negatif"
"770",770," ron desantis magas default goto candidate president donald trump bows ",0,"Netral"
"771",771," sorry donald trump wasnt impeached common sense still ran reelection running impeachment spreading lies division americans",0,"Netral"
"772",772,"david duke great vice president donald trump ",1,"Positif"
"774",774,"kanye west asks donald trump vice president run trump screaming fit rapper says heckel jeckel love tidal shit ",-1,"Negatif"
"777",777," trump germans trump donald trump wahlen tshirt ",0,"Netral"
"778",778,"kim kardashian kanye dude everloven rocker kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"779",779,"trump hosted holocaust denier maralago estate visit kanye west week announcing run president donald trump hosted white nationalist holocaust denier nick fuentes kanye west private maralago estate week demonstrating ",0,"Netral"
"781",781,"national media coverage veterans trump endorsement donald trump th president reaches hawaii news ",1,"Positif"
"782",782," kanye west donald trump teenage palestinian tragedy ",0,"Netral"
"784",784," like democrats trying push gavin newson nominee need party wants ron desantis know donald trump dragged left right run",1,"Positif"
"785",785," first campaign videos claims asked president donald trump running mate ",0,"Netral"
"787",787," elect donald trump ",0,"Netral"
"788",788," kanye west asked donald trump running mate interesting",1,"Positif"
"789",789,"id call ppl celebritiescelebrities announced theyre voting donald trump election newsweek ",0,"Netral"
"790",790," nick fuentes noted white supremacist advising kanye presidential run milo yiannopoulos campaign manager ",0,"Netral"
"791",791,"kanye west says told donald trump hed great running mate president hit roof ",1,"Positif"
"792",792,"trump insider unnerved hell sabotage campaign impulsive new hires trump largely ditching campaign team ",-2,"Negatif"
"794",794,"pos creamsicle caligula ",0,"Netral"
"797",797,"kanye west donald trump teenage palestinian tragedy sabby sabs pm ",0,"Netral"
"800",800,"vice president donald trump ",0,"Netral"
"801",801,"yes kanye controversial rapper hints run president donald trump pick vice president ",-1,"Negatif"
"802",802," still bet name donald trump will ballot",0,"Netral"
"804",804," spotted flying economy kanye west posted first presidential election campaign video short video hinted president donald trump running mate ",0,"Netral"
"806",806," donald trump tells weak come frivolous investigations going cost republican party dearly ",-1,"Negatif"
"807",807," following anymore attend dads announcement reseek presidency trump donald ",0,"Netral"
"808",808,"kanye west released first video presidential run claims donald trump super unkind say thenwife kim kanye artistic artist talented kind hearted just work money ",0,"Netral"
"809",809," months now donald trump secretary transportation chris christie yes sir roll credits ",0,"Netral"
"810",810,"bill rights tee donald buy ebay",0,"Netral"
"811",811,"donald trump ",0,"Netral"
"812",812,"andy vermaut sharesyes kanye controversial rapper hints run president rap fashion mogul wants donald trump running mate thank ",0,"Netral"
"813",813," known kanye west asked donald trump currently known worst president history running mate trump angry likes top ",0,"Netral"
"814",814,"donald trump crying kanye west says trump screamed potential run ",0,"Netral"
"815",815,"kanye west released first video presidential run claims donald trump super unkind say thenwife kim kanye club clubbed business life suppoyou bills pay free advice ",0,"Netral"
"817",817," announced run president thursday asked running mate trump began insulting yes exwife according source video posted thanksgiving ",-1,"Negatif"
"818",818,"donald trump significantly harmed position positioning florida gov ron desantis dining holocaust denier nick fuentes rapper known kanye west maralago longtime advisor admitted friday ",-1,"Negatif"
"820",820,"kanye west says donald trump screamed dinner maralago telling will lose runs president deserve ",-1,"Negatif"
"822",822,"andy vermaut sharescommentary sake democracy welcome donald trump back twitter president donald trumps tweets will continue remind voters dangerous says ntus mark cenite thank ",0,"Netral"
"825",825," just example awful lack judgment donald trump combined past poor judgments untenable general election candidate republican party chris christie posturing run ",-5,"Negatif"
"831",831," im thankful donald trump will president ",1,"Positif"
"832",832,"rapper known kanye west announces second bid white house says donald trump turned invitation running mate screaming ",0,"Netral"
"834",834," video went maralago ask donald trump running mate ",0,"Netral"
"835",835,"breaking announced presidential bid running donald trump ron desantis republican party worried will split antisemitic vote theres telling party will support",-2,"Negatif"
"836",836,"kanye west declared running president later revealed asked donald trump join ticket veep unsurprisingly trump turned ",0,"Netral"
"837",837,"lets trumps head prepares run donald trump marshalling odd troops blatant antisemite afroamericans fascist says dictatorship solution ",-2,"Negatif"
"839",839,"donald trump ron desantis battle republican big beasts ",0,"Netral"
"841",841," youve lost mulvaney ",-1,"Negatif"
"842",842," asked president donald trump running mate ",0,"Netral"
"844",844," trump donald trump",0,"Netral"
"847",847,"kanye west will candidate elections wants vice president donald trump asked vice president west adding president started screaming",-2,"Negatif"
"849",849," declaration kanye wests candidacy makes second person enter presidential race donald trump ",0,"Netral"
"852",852,"happier lake concede lost following trumps election denier fukkery trump actively plotting steal midterm elections next presidential trump scheming challenge elections dont way ",-2,"Negatif"
"853",853,"sooooo dems choose nominee president will donald trump ron desantis gop sending best arent ",1,"Positif"
"854",854," happier lake concede lost following trumps election denier fukkery trump actively plotting steal midterm elections next presidential trump scheming challenge elections dont way ",-2,"Negatif"
"855",855," top headline rest day presidential candidate president donald trump dinner raving white supremacist neonazi openly calls dictatorship",0,"Netral"
"856",856," apparently donald trump yelled kanye west west potentially running presidential ticket guess trump wanted clear crazy quota taken care ",0,"Netral"
"857",857," remake guess whos coming dinner nick fuentes starring donald trump opening ",0,"Netral"
"860",860," simpsons predicted donald trump back ",0,"Netral"
"862",862,"kanye west says donald trump screamed dinner maralago telling will lose runs president rapper trump perturbed asking president running mate ",-1,"Negatif"
"863",863,"rapper kanye west announced social media thursday running office president united states kanye west announces presidential bid ",0,"Netral"
"865",865,"kanye west claims asked donald trump running mate ",0,"Netral"
"867",867," says want leadership select proven ability economy foreign policy affairs jobs dont need look trump ",1,"Positif"
"868",868,"trump ability lead lead well president trump business man knows run country see leader foreigner run president trump will see president trump wisdom back ",3,"Positif"
"870",870," praised recently weve seen discussion week argument jews kanye running spiritual significance moment ",0,"Netral"
"871",871,"first elected woman president donald trump vice president ",0,"Netral"
"872",872,"kanye west asks donald trump vice president run trump scre new york daily news ",-1,"Negatif"
"873",873," mr trump well real problem nervous service know donald trump winner looser will win bothered mr trump competition desantis uh ",0,"Netral"
"876",876," day goes cheap shots arent made donald trump trump negative say bother call name concerned negative news media keep putting false ",-5,"Negatif"
"877",877,"kanye took twitter thursday share video recapping visit maralago confirming asked trump running mate ",0,"Netral"
"878",878," gop primary donald trump ron desantis kanye west mike pompeo mike pence nikki haley josh hawley tom cotton asa hutchinson tim scott kristi noem larry hogan",0,"Netral"
"881",881,"rapper kanye west announced running president ",0,"Netral"
"883",883,"christie trumps meeting nick fuentes just example awful lack judgment donald trump combined past poor judgments untenable general election candidate republican party ",-4,"Negatif"
"884",884,"kanye west says asked donald trump presidential running mate like gop reality tv horrorfreak show literally",0,"Netral"
"885",885,"hard find heres bonkers crazy trump asks donald trump vice president run trump screaming fit rapper says ",-3,"Negatif"
"886",886,"kanye west says donald trump screamed dinner maralago telling will lose runs president rpolitics ",-1,"Negatif"
"887",887,"kanye west just right run president donald trump ",1,"Positif"
"888",888,"donald trump announces will run office cord news",0,"Netral"
"890",890,"trump able pay million bragged still owes amount money billion due assumption money came mean meeting donald trump junior june ",0,"Netral"
"892",892," question isnt guy padded cell wearing straitjacket rapper known asked donald trump running gop nomination running mate white house bid ",0,"Netral"
"897",897," read listen christian petition donald trumps run signed thousands ",0,"Netral"
"898",898,"kanye west released first video presidential run claims donald trump perturbed hurled insults thenwife kim kardashian ",-1,"Negatif"
"900",900," hey robu math trump committed crimes will time hate donald trump greatest president trump sense vote ",-1,"Negatif"
"901",901," back president donald trump american next ",0,"Netral"
"902",902," president donald trump hosted holocaust denier maralago estate visit kanye west week announcing run ",0,"Netral"
"903",903,"th president donald trump overwhelming support republican voters pitted florida governor ron desantis republican presidential nomination new poll conducted emerson college revealed trump advantage eligible voters",1,"Positif"
"904",904,"kanye west swipes donald trump first presidential campaign video kindred spirits ",0,"Netral"
"905",905," touch rino hates trump donald will clean swamp ",0,"Netral"
"908",908,"kanye west announces presidential bid maralago ",0,"Netral"
"909",909,"kanye west announces presidential bid full story ",0,"Netral"
"911",911,"trump working black super diva kanye west says donald trump screamed dinner maralago telling will lose runs president ",0,"Netral"
"912",912,"just kanye west announces presidential bid ",0,"Netral"
"915",915," donald trump prepares launch run gop gov asa hutchinson says january th crossed line republicans need speak need jump little bit judgment disqualifies presidency ",0,"Netral"
"917",917," will multiple indictments ",0,"Netral"
"918",918," kanye west claims donald trump trashed kim kardashian meetingnew york post kanye west says trump screamed potential runbusiness insider trump talks white nationalist nick fuentes maralago dinneraxios ",-1,"Negatif"
"919",919,"just known kanye west donald trump screamed maralago meeting telling lose ran president ",-1,"Negatif"
"920",920," kanye differing opinion somethingand course agree donald times will destroy trump jokea bad joke kari lake ron desantis speak softly carry big sticktrump shoots mouth",-2,"Negatif"
"921",921,"kanye west released series videos promoting aspiration run president asked donald trump running mate ",1,"Positif"
"925",925," vote president ",0,"Netral"
"926",926,"kanye west says donald trump screamed dinner maralago telling will lose runs president disgusting ",-1,"Negatif"
"927",927,"law bloomberg trump rape accuser sues trump battery daily telegraph donald trumps miserable thanksgiving newsweek trump suffers wave legal setbacks week announcing white house bid wash",-4,"Negatif"
"928",928," politicians connections farrights groups donald trump announced presidential race deep connection farright groups kkk",0,"Netral"
"930",930,"kanye west asks donald trump vice president run trump scre new york daily news damn funny real ",-3,"Negatif"
"933",933," donald trump indicted throw american politics tumult announced will run president prominent inquiries president faces explain ",1,"Positif"
"936",936," donald trump president leading candidate sits dinner neo nazi holocaust denying racist",0,"Netral"
"939",939,"trump kanye problem theyre pretending run president media willing help promote fake campaign time wonder theyre attacking theyre screwing con ",1,"Positif"
"941",941," news came part rappers latest campaign video officially confirming bid ",0,"Netral"
"943",943," way can crazier ",0,"Netral"
"947",947," maga goons understand donald trumps presidential campaign grift money raising con will prison ",-1,"Negatif"
"948",948," coco chow young kin sounds chinese followed half years taking heat arguing trump racist just evidence ronald donald donald ronald pass torch disruption leadership",-1,"Negatif"
"950",950,"kanye west asks donald trump vice president run trump screaming fit rapper says kidding laughing ",-1,"Negatif"
"951",951,"democratic nonsense biden american public seen joe biden economy want say way joe need strong leadership president trump vote donald trump ",0,"Netral"
"952",952,"west joined marlago trip white supremacist nick fuentes impressed expresident note fuentes founder white nationalist america first foundation ",1,"Positif"
"954",954," pretty running president asked donald trump running mate ",1,"Positif"
"956",956," breaking far donald trump ron desantisyet officially declare joe bidenalso official incumbent going unhinged im looking forward republican primary fuck yes ",-2,"Negatif"
"957",957," understand announced presidential bid running donald trump ron desantis republican party worried will split antisemitic vote theres telling party will support",-2,"Negatif"
"958",958," pitty unfortunate person wins republican nomination president trump donald trump knows well prepared will prison totally disgraced election remember sarah palin",-1,"Negatif"
"959",959," complete shit show dumbasses open smartnews read kanye west says donald trump insulted kim kardashian exploded asked rappers running mate maralago visit ",-1,"Negatif"
"960",960,"kanye west says donald trump screamed dinner maralago telling will lose runs president trump know hes loser selfappointed victim want bring racist ticket",-3,"Negatif"
"962",962," declaration candidacy referenced political figures aides associated white supremacist antidemocracy movements second person enter race donald trump ",0,"Netral"
"965",965,"dynamic duo kanye west asked donald trump vice president run ",0,"Netral"
"972",972," trump perturbed asking vicepresident announcing presidential bid disgraced rapper kanye west says approached donald trump running mate hilair clowns going fun watch",-1,"Negatif"
"973",973,"kanye west asks donald trump vice president run trump screaming fit rapper says popcornand beerready season going fun watch brutal",0,"Netral"
"974",974," milo last seen working aide mtg now working ",0,"Netral"
"975",975," donald trump care kanye runs president scared lose vote",-2,"Negatif"
"979",979," donald trump officially presidential race rumor swirling vice presidential pick ",-2,"Negatif"
"981",981," declaration candidacy referenced political figures aides associated white supremacist antidemocracy movements second person enter race trump donald gonna sooo pissed ",0,"Netral"
"982",982,"dementia showing kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"984",984," voted straight republican last midterms plan voting donald trump drop handle retweet maga unitepatriots follow ",0,"Netral"
"987",987,"rapper announced social media thursday running office president united states ",0,"Netral"
"988",988,"open smartnews read can donald trump win general election read web tap ",1,"Positif"
"989",989,"open smartnews read trump didnt clear field campaign smiling read web tap ",0,"Netral"
"991",991,"west west wing ",0,"Netral"
"992",992,"voting proceeded smoothly across midterms exceptions scattered disruptions groups focused threats american democracy say biggest challenge still ahead presidential race ",0,"Netral"
"993",993,"kanye west asks donald trump vice president run trump screaming fit rapper says yeah boy highly classified document stealer ticket donald covid second spot donald boy ticket made heaven yeah boy",-1,"Negatif"
"997",997," fight making ewwww kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"998",998," donald trump richly deserve st show milo campaign manager kanye west announces presidential bid ",1,"Positif"
"1005",1005," asked president trump running mate ",0,"Netral"
"1007",1007,"just rapper kanye west announced social media thursday running office president united states ",0,"Netral"
"1008",1008,"breaking news rapper kanye west announced social media thursday running office president united states ",0,"Netral"
"1010",1010,"lead vanity fair article rapperye known askanye west asked presidentdonald trump running mate thanksgiving evening know meme ",1,"Positif"
"1011",1011,"kanye west brings white nationalist nick fuentes dinner donald trump asks president vice president angry response youre going lose ",0,"Netral"
"1012",1012," youre right sadly wont easy chances rejects trump trumpism can will win republican presidential nomination id say chances remote worse",0,"Netral"
"1013",1013,"kanye west says donald trump screamed dinner maralago telling will lose runs president yep will lose runs run donald run twice impeached loser lets see lose ",-3,"Negatif"
"1014",1014,"kanye west running president ",0,"Netral"
"1015",1015," think donald trump gop president current frontrunner nomination party fringe",0,"Netral"
"1016",1016," rapper made first bid president due late announcement ballot states receiving votes total ",0,"Netral"
"1019",1019," launched campaign second white house ",0,"Netral"
"1021",1021,"kanye west donald trump asked running mate ",0,"Netral"
"1025",1025,"kanye west donald trump insulted kim kardashian shocking kanyes claim trump exploded asked trump vice president upcoming election request trump quickly rejected overtaken fit rage",-2,"Negatif"
"1027",1027," believe like duck wearing yellow boots work kanye pulls voters dems help trump kanye west says donald trump screamed dinner maralago telling will lose runs president ",1,"Positif"
"1028",1028," rapper kanye west announced social media running president story ",0,"Netral"
"1029",1029," potus kanye west announces presidential bid ",0,"Netral"
"1031",1031,"rapper kanye west intends run president claimed asked donald trump running mate west request trump running mate left president perturbed seriously ",0,"Netral"
"1032",1032,"donald trumps perfect reaction kanye west asked running mate presidential election download now ",0,"Netral"
"1034",1034," rapper trump perturbed asking president tobe running mate kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1037",1037,"kanye west announces presidential bid smh",0,"Netral"
"1039",1039," say set ",0,"Netral"
"1040",1040,"kanye west announces presidential bid going excuse battlestar galatican fraking insane funny question kanye west aka asked trump claimed asked donald trump running ",-1,"Negatif"
"1042",1042," victim victimhood remains centerpiece trumps message hes victim victims million plus ",0,"Netral"
"1043",1043,"donald trump feels choice run president results midterm elections showed loser ",-1,"Negatif"
"1045",1045," least didnt throw ketchup kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1046",1046," swipes donald trump first presidential campaign video fox news ",0,"Netral"
"1047",1047,"kanye west says donald trump screamed dinner maralago telling will lose runs president",-1,"Negatif"
"1048",1048,"presidential donald trump kanye west acandidate ",0,"Netral"
"1050",1050," trump forget lost election twice hilary won popular vote biden beat come furious donald trump bans dr oz presidential bid rages tv quack lost shreklike monster",1,"Positif"
"1051",1051,"top headline rest day presidential candidate president donald trump dinner raving white supremacist neonazi openly calls dictatorship",0,"Netral"
"1052",1052," bottom barrel bottom feeders white supremacists wackos",0,"Netral"
"1054",1054," asked donald trump running mate inn trump screamed wait ron disantis asks wash car",0,"Netral"
"1055",1055,"kanye west asked donald trump running mate kanye west sounds juvenile want dealing pentagon hes tit tat trump um ",0,"Netral"
"1056",1056,"kanye west asks donald trump vice president run trump screaming fit rappersays ",-1,"Negatif"
"1057",1057," friend total loser disgrace human kathy griffin trying conveniently sue donald trump sexual assault years later announces running joke see issue",-3,"Negatif"
"1058",1058,"kanye west signals white house run wants donald trump vicepresident ",0,"Netral"
"1059",1059,"kanye west says donald trump screamed dinner maralago telling will lose runs president insane narcissistic idiots heck happen entertaining disgusting ",-2,"Negatif"
"1060",1060," run president candidate ballot states want bet trump ballot least half states union ",0,"Netral"
"1062",1062,"trumps presidential campaign peddling black friday sale tshirts today says found interesting development price maga swag ",1,"Positif"
"1063",1063," free media kanye west signals white house run wants donald trump vicepresident south china morning post ",0,"Netral"
"1064",1064,"yep imma need popcorn cheetos pork rinds prosecco rib tips report kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1069",1069,"rabid antisemite rapper kanye west intends run president man legally changed name posted video campaign logo social media caption claimed asked donald trump running mate ",0,"Netral"
"1074",1074,"donald trumps fake campaign tanking trump obviously made phony announcement doj special counsel indicts can milk supporters money",-2,"Negatif"
"1075",1075,"kanye west says donald trump screamed dinner maralago telling will lose runs president loser yelling loser pathetic losers decent people want away ",-2,"Negatif"
"1088",1088,"andy vermaut shareskanye west hints run presidential elections rapper fashion designer kanye west suggested will run president wants donald trump running mate thank ",0,"Netral"
"1090",1090," dont fall donald trump announces white house bid cnnpolitics ",-1,"Negatif"
"1091",1091,"donald trump will lose says chief staff republican democrat mulvaney predicted crowded republican field going forward just like trump nomination bc will vote",0,"Netral"
"1092",1092,"kanye west says donald trump screamed dinner maralago telling will lose runs president imagine amount dunningkrueger effect room ",-1,"Negatif"
"1096",1096," les incompétents liked catsup wall kanye west says donald trump screamed dinner maralago telling will lose runs president ",0,"Netral"
"1097",1097,"donald trump will lose says chief staff republican democrat wouldnt republican democrat evil america",0,"Netral"
"1099",1099," kanye west signals white house run wants donald trump vicepresident powered ",0,"Netral"
"1103",1103," looks like trump currently advantage expect establishment disqualify president donald trump holds lead percentage points potential challenger florida gov ron desantis ",2,"Positif"
"1108",1108," general people dont want joe biden donald trump seek white house ",0,"Netral"
"1109",1109," shit needs harassing president trump fn years public ttired fn life support donald trump ameba brain trump best president ",1,"Positif"
"1110",1110," support donald trump president retweet drop handles follows",1,"Positif"
"1112",1112," known kanye west asked president donald trump running mate ",0,"Netral"
"1113",1113," interesting dupree ",0,"Netral"
"1114",1114,"maralago pitched donald trump wests running mate presidential election video seen debriefing fuentes campaign staffer fellow altright personality milo yiannopoulos walked intelligence west recounts",0,"Netral"
"1119",1119,"last night kanye announced run president gave details maralago dinner donald trump drag president ",-1,"Negatif"
"1120",1120," will lose trump president donald trump holds lead percentage points potential challenger florida gov ron desantis hypothetical republican primary new poll found ",0,"Netral"
"1123",1123,"kanye west announces presidential bid donald trump vice president fun watch ",-1,"Negatif"
"1124",1124,"musician fashion designer kanye west donald trump astonished offered role vice president presidential ticket angrily rejected proposal west confirmed hell try running white house years time ",-2,"Negatif"
"1125",1125,"bless heart poor says donald trump screamed dinner maralago telling will lose runs president ",-2,"Negatif"
"1127",1127,"soi just read kanye west announced presidential bid claimed asked donald trump running mate laughing ",0,"Netral"
"1129",1129,"social update kanye west says donald trump hurled insults kim kardashian kanye west released first video presidential run claims donald trump super unkind say thenwife ",0,"Netral"
"1130",1130," thankful fauci retiring gop control house elon driving liberals crazy donald trump announcing vote todays poll question ",1,"Positif"
"1131",1131,"kanye west claims asked donald trump running mate leaving president perturbed ",0,"Netral"
"1132",1132,"kanye west announces presidential bid bbc news claimed asked donald trump running mate hes come completely undone ",0,"Netral"
"1133",1133," victim victimhood remains centerpiece trumps message con don trumpty dumpty victimize crys hes victim thats bullshit prison years ago ",-2,"Negatif"
"1137",1137," president donald trump barely finished announcing election campaign center controversy connecticut time small litchfield county town washington ",-1,"Negatif"
"1141",1141,"kanye west swipes donald trump first presidential campaign video ",0,"Netral"
"1144",1144," kanye west says donald trump screamed dinner maralago lose runs president ",-1,"Negatif"
"1148",1148,"kanye west launches campaign presidential run discusses maralago meeting donald trump music news omnihanded entertainmet news ",0,"Netral"
"1150",1150," dont care running theres name im voting donald trump",0,"Netral"
"1151",1151," knew massive ",0,"Netral"
"1154",1154," donald trump right mike pence courage right thingby refusing offer perspective jan committee im closing book mike pence thought option come ",3,"Positif"
"1155",1155," kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1159",1159,"trump defeated generic challenger long donald ",0,"Netral"
"1162",1162," wrote sounds dangerous watched close fighting evil like country wake america donald trump ",0,"Netral"
"1163",1163,"kanye west says donald trump screamed dinner maralago telling will lose runs president made dinner mount olympus pricelesskanye wearing fbi dinner jacket ",-1,"Negatif"
"1165",1165,"midterms free feared chaos voting experts look election officials warned poll watchers steeped conspiracy theories reports unruly poll watchers disrupting voting scattered ",-3,"Negatif"
"1166",1166,"joe biden useless president id donald trump president trump ",-1,"Negatif"
"1167",1167," david think great crackerjacks will news spewing hate nonsense reminding voters day rid donald trump minions democrats best hope margie gym rapey mcforeheadhoebert biggs ",1,"Positif"
"1168",1168," true will happen tfg sees win gop nomination deal will made gop frontrunner donald trump will endorse desantis bid avoid prosecuted commentator claims daily mail online ",1,"Positif"
"1169",1169," swipes donald trump first presidential campaign video download now ",0,"Netral"
"1170",1170,"rapper kanye west says intends run president facing scandals recent behaviour claims asked donald trump running mate ",-1,"Negatif"
"1171",1171," honeymoon kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1172",1172," rappers running acting like illuminati chances isnt democrat attempt controlling way republican narrative obvious stupid million pairs shoes ",0,"Netral"
"1173",1173," asked trump vp kanye west says donald trump screamed dinner maralago lose runs president ",-1,"Negatif"
"1175",1175,"donald trump will lose says chief staff republican democrat will win voting going person ",0,"Netral"
"1176",1176," donald trumps closest allies reportedly terrified thundering public hearings destroyed expresidents chances ",0,"Netral"
"1177",1177,"gop sen lindsey graham surprising response hed endorse donald trump run ",1,"Positif"
"1179",1179," weeks qa online answered questions elon musk twitter club shooting donald trump democratic presidential candidates public figures screwing america ",0,"Netral"
"1180",1180,"kanye west says donald trump screamed dinner maralago lose runs president ",-1,"Negatif"
"1181",1181," ok means will vote election day donald trump",0,"Netral"
"1182",1182," structure existed donald trump inflation dont deeper incompetent biden admin",-1,"Negatif"
"1183",1183,"kanye west says donald trump screamed dinner maralago telling will lose runs president reason long story exactly",-1,"Negatif"
"1184",1184,"hes loser day conceived thank gawwwd donald trump will lose says chief staff republican democrat ",-1,"Negatif"
"1186",1186,"inside ivanka jareds gilded florida paradise far donald trump ",1,"Positif"
"1187",1187,"donald trump didnt clear field campaign smiling ",0,"Netral"
"1190",1190,"donald trump impressed holocaust denier nick fuenteskanye west trump dinner nick fuentesan open white supremacist antisemitic holocaust denier trump leading candidate gop media cover ",1,"Positif"
"1196",1196,"kanye west claimed donald trump angrily rejected role vice president presidential ticket",-3,"Negatif"
"1197",1197," rats biting kanye west says donald trump screamed dinner maralago telling will lose runs president ",-2,"Negatif"
"1199",1199,"kanye west asked president donald trump vice president presidential campaign dinner maralago west video published twitter account friday morning thoughts ",-1,"Negatif"
"1200",1200," cluster phuck kanye west says trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1203",1203,"im narcissistic battle unbalanced maniacal egos kanye west says donald trump screamed dinner maralago telling will lose runs president ",-2,"Negatif"
"1204",1204,"inside ivanka jareds gilded florida paradise far donald trump ubo successful return white house add millions wealth ivanka jared ready avoid daddy costs ",3,"Positif"
"1205",1205,"hope continually amazing thanksgiving weekend feel like sharing following dont care bothered donald trump running back twitter know ",1,"Positif"
"1207",1207," donald trump white house president donald trump aiming second commanderinchief elected ",0,"Netral"
"1208",1208,"kanye announces hes running president wants trump running mate im sure donald will ",0,"Netral"
"1209",1209," kanye west reveals donald trump told asked exus president runningmate ",0,"Netral"
"1211",1211,"kanye west says donald trump screamed dinner maralago telling will lose runs president cartoon characters search cartoon",-1,"Negatif"
"1212",1212," fox news cut away announcement running president plain conservatives ready move man donald trump",1,"Positif"
"1215",1215," kanye west reveals donald trump told asked exus president running mate ",0,"Netral"
"1219",1219," trump told lose kanye west reveals american rapper kanye west revealed united states president donald trump told lose contested presidential polls read ",-1,"Negatif"
"1220",1220,"kanye west says donald trump screamed dinner maralago telling will lose runs president mercy",0,"Netral"
"1221",1221," trumps fake campaign tanking ",0,"Netral"
"1225",1225," filth constantly spewed pry americans away supporting trump article claims donald trump suffering wave legal setbacks convicted single crime legally ",-1,"Negatif"
"1229",1229," takes swipe donald trump first presidential campaign video fox news ",-1,"Negatif"
"1230",1230," coocoos kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1232",1232," rapper known kanye west president donald trump started screaming dinner maralago resort told rapper lose run trump started basically screaming table telling",-1,"Negatif"
"1234",1234," kanye west president donald trump screamed dinner maralago rapper trump told lose ran president talked meeting trump florida thursday video dubbed maralago debrief",-1,"Negatif"
"1235",1235,"kanye debriefs meeting donald trump hes going running mate ",0,"Netral"
"1236",1236,"last week donald trump officially announced hed seek presidency allsides analyzed potential media bias longawaited moment ",-1,"Negatif"
"1237",1237,"kanye west says donald trump hurled insults kim kardashian kanye west released first video presidential run claims donald trump super unkind say thenwife kim kardashian exactly alle",0,"Netral"
"1239",1239,"donald trumps fake campaign tanking right",-1,"Negatif"
"1240",1240," race attracting early attention wvsen democrat joe manchin election state moved hard gop wv gop rep mooney declared candidacy ",-1,"Negatif"
"1241",1241," surprised ",0,"Netral"
"1244",1244," hope pray donald trump continues bowing rhe altar democrats will win bigger ",1,"Positif"
"1245",1245,"wheres donald trump man need man back twitter cba going platforms seehear hes saying hes gonna run presidency needs back twitter asap start work man needs swallow pride tweet",1,"Positif"
"1247",1247," circus fun kind kanye west says donald trump screamed dinner maralago telling will lose runs president ",0,"Netral"
